Institution,Location,Global_Region,World Rank,World Rank1,Global_Percentile(%),National Rank,Employability Rank,Research Rank,Score,Score_Normalized
Embry-Riddle Aeronautical University,USA,America,1825 Top 8.6%,1825,8.6,303,1544.0,1760.0,66.8,0.0178
University of Talca,Chile,America,1826 Top 8.6%,1826,8.6,15,1086.71,1759.0,66.8,0.0178
Jiangxi University of Finance and Economics,China,Asia,1827 Top 8.6%,1827,8.6,321,674.0,1789.0,66.8,0.0178
Industrial University of Santander,Colombia,America,1828 Top 8.6%,1828,8.6,6,1277.57,1761.0,66.8,0.0178
Ibaraki University,Japan,Asia,1829 Top 8.6%,1829,8.6,97,1057.27,1762.0,66.8,0.0178
University of Trier,Germany,Europe,1830 Top 8.6%,1830,8.6,68,1247.48,1763.0,66.8,0.0178
Institute for Pure and Applied Mathematics (IMPA),Brazil,America,1831 Top 8.6%,1831,8.6,46,169.08,966.5,66.8,0.0178
Southern Federal University,Russia,Europe,1832 Top 8.6%,1832,8.6,35,1233.51,1765.0,66.8,0.0178
A.A. Kharkevich Institute for Information Transmission Problems of the Russian Academy of Sciences,Russia,Europe,1833 Top 8.6%,1833,8.6,36,1243.79,1766.0,66.8,0.0178
Adolfo Ibáñez University,Chile,America,1834 Top 8.6%,1834,8.6,16,726.0,1786.0,66.8,0.0178
Hungarian University of Agriculture and Life Sciences,Hungary,Europe,1835 Top 8.6%,1835,8.6,7,1159.34,1767.0,66.8,0.0178
Federal University of Triângulo Mineiro,Brazil,America,1836 Top 8.6%,1836,8.6,47,1349.0,1768.0,66.8,0.0178
Jouf University,Saudi Arabia,Asia,1837 Top 8.6%,1837,8.6,19,1219.74,1769.0,66.8,0.0178
"Amity University, Noida",India,Asia,1838 Top 8.6%,1838,8.6,53,1318.02,1770.0,66.8,0.0178
Rajiv Gandhi University of Health Sciences,India,Asia,1839 Top 8.6%,1839,8.6,54,1285.68,1771.0,66.8,0.0178
Taiyuan University of Science and Technology,China,Asia,1840 Top 8.6%,1840,8.6,322,1511.0,1772.0,66.8,0.0178
National University of Mar del Plata,Argentina,America,1841 Top 8.6%,1841,8.6,7,1173.91,1773.0,66.8,0.0178
University of North Carolina Wilmington,USA,America,1842 Top 8.6%,1842,8.6,304,1161.86,1774.0,66.8,0.0178
University of Colombo,Sri Lanka,Asia,1843 Top 8.6%,1843,8.6,3,1210.76,1775.0,66.8,0.0178
Northeast Electric Power University,China,Asia,1844 Top 8.6%,1844,8.6,323,801.0,1793.0,66.8,0.0178
An-Najah National University,Palestine,Asia,1845 Top 8.6%,1845,8.6,1,1150.04,1776.0,66.8,0.0178
Malmö University,Sweden,Europe,1846 Top 8.7%,1846,8.7,15,1070.59,1777.0,66.8,0.0178
Laurentian University,Canada,America,1847 Top 8.7%,1847,8.7,38,418.0,1878.0,66.8,0.0178
University of Fukui,Japan,Asia,1848 Top 8.7%,1848,8.7,98,977.54,1778.0,66.8,0.0178
Ahmadu Bello University,Nigeria,Africa,1849 Top 8.7%,1849,8.7,4,1517.0,1781.0,66.8,0.0178
Ohio Wesleyan University,USA,America,1850 Top 8.7%,1850,8.7,305,168.0,966.5,66.8,0.0178
Nicolaus Copernicus Astronomical Center of the Polish Academy of Sciences,Poland,Europe,1851 Top 8.7%,1851,8.7,34,1109.44,1780.0,66.8,0.0178
G.K. Boreskov Institute of Catalysis of the Siberian Branch of the Russian Academy of Sciences,Russia,Europe,1852 Top 8.7%,1852,8.7,37,1320.2,1782.0,66.7,0.0148
Hongik University,South Korea,Asia,1853 Top 8.7%,1853,8.7,52,976.0,1794.0,66.7,0.0148
Northeast Petroleum University,China,Asia,1854 Top 8.7%,1854,8.7,324,1672.0,1783.0,66.7,0.0148
Myongji University,South Korea,Asia,1855 Top 8.7%,1855,8.7,53,1690.0,1784.0,66.7,0.0148
Dokkyo Medical University,Japan,Asia,1856 Top 8.7%,1856,8.7,99,1122.8,1785.0,66.7,0.0148
Irkutsk Scientific Center of the Siberian Branch of the Russian Academy of Sciences,Russia,Europe,1857 Top 8.7%,1857,8.7,38,1219.74,1787.0,66.7,0.0148
Kongju National University,South Korea,Asia,1858 Top 8.7%,1858,8.7,54,1333.91,1788.0,66.7,0.0148
Saratov Scientific Center of the Russian Academy of Sciences,Russia,Europe,1859 Top 8.7%,1859,8.7,39,1193.93,1790.0,66.7,0.0148
St. John's University,USA,America,1860 Top 8.7%,1860,8.7,306,213.0,966.5,66.7,0.0148
Kennesaw State University,USA,America,1861 Top 8.7%,1861,8.7,307,976.39,1791.0,66.7,0.0148
Osaka Medical and Pharmaceutical University,Japan,Asia,1862 Top 8.7%,1862,8.7,100,1009.62,1792.0,66.7,0.0148
Marshall University,USA,America,1863 Top 8.7%,1863,8.7,308,485.0,1874.0,66.7,0.0148
University of Molise,Italy,Europe,1864 Top 8.7%,1864,8.7,65,1219.43,1795.0,66.7,0.0148
Kyoto University of Education,Japan,Asia,1865 Top 8.7%,1865,8.7,101,993.2,1797.0,66.7,0.0148
University of Toulon,France,Europe,1866 Top 8.7%,1866,8.7,66,1184.04,1798.0,66.7,0.0148
Trinity University,USA,America,1867 Top 8.7%,1867,8.7,309,190.0,966.5,66.7,0.0148
Nanjing Institute of Technology,China,Asia,1868 Top 8.8%,1868,8.8,325,1541.0,1965.0,66.7,0.0148
Shenyang University of Technology,China,Asia,1869 Top 8.8%,1869,8.8,326,1389.05,1799.0,66.7,0.0148
IFP School,France,Europe,1870 Top 8.8%,1870,8.8,67,63.0,966.5,66.7,0.0148
Hiroshima Institute of Technology,Japan,Asia,1871 Top 8.8%,1871,8.8,102,993.2,1800.0,66.7,0.0148
Changchun University of Technology,China,Asia,1872 Top 8.8%,1872,8.8,327,1414.22,1801.0,66.7,0.0148
University of Westminster,United Kingdom,Europe,1873 Top 8.8%,1873,8.8,87,1294.0,1826.0,66.7,0.0148
New Mexico Institute of Mining and Technology,USA,America,1874 Top 8.8%,1874,8.8,310,921.69,1802.0,66.7,0.0148
Tianjin University of Traditional Chinese Medicine,China,Asia,1875 Top 8.8%,1875,8.8,328,1415.92,1803.0,66.7,0.0148
University of Desarrollo,Chile,America,1876 Top 8.8%,1876,8.8,17,1165.27,1804.0,66.7,0.0148
University of Management and Technology,Pakistan,Asia,1877 Top 8.8%,1877,8.8,12,1053.06,1805.0,66.7,0.0148
SASTRA,India,Asia,1878 Top 8.8%,1878,8.8,55,1165.59,1806.0,66.7,0.0148
Hanoi Medical University,Vietnam,Asia,1879 Top 8.8%,1879,8.8,5,1207.93,1807.0,66.7,0.0148
Punjab Agricultural University,India,Asia,1880 Top 8.8%,1880,8.8,56,1315.98,1830.0,66.6,0.0118
Yunnan Agricultural University,China,Asia,1881 Top 8.8%,1881,8.8,329,1423.09,1808.0,66.6,0.0118
National Dong Hwa University,Taiwan,Asia,1882 Top 8.8%,1882,8.8,29,1254.61,1809.0,66.6,0.0118
Riga Technical University,Latvia,Europe,1883 Top 8.8%,1883,8.8,2,1166.33,1810.0,66.6,0.0118
Indian Institute of Technology Ropar,India,Asia,1884 Top 8.8%,1884,8.8,57,1297.74,1811.0,66.6,0.0118
"Indian Institute of Science Education and Research, Mohali",India,Asia,1885 Top 8.8%,1885,8.8,58,1285.83,1812.0,66.6,0.0118
Oita University,Japan,Asia,1886 Top 8.8%,1886,8.8,103,1066.77,1813.0,66.6,0.0118
Cracow University of Technology,Poland,Europe,1887 Top 8.8%,1887,8.8,35,1313.76,1814.0,66.6,0.0118
WHU – Otto Beisheim School of Management,Germany,Europe,1888 Top 8.8%,1888,8.8,69,111.0,966.5,66.6,0.0118
University of Artois,France,Europe,1889 Top 8.9%,1889,8.9,68,1274.85,1816.0,66.6,0.0118
Malaviya National Institute of Technology Jaipur,India,Asia,1890 Top 8.9%,1890,8.9,59,1285.83,1817.0,66.6,0.0118
Suez University,Egypt,Africa,1891 Top 8.9%,1891,8.9,19,1344.91,1818.0,66.6,0.0118
Karlstad University,Sweden,Europe,1892 Top 8.9%,1892,8.9,16,1360.0,1823.0,66.6,0.0118
Wrocław University of Environmental and Life Sciences,Poland,Europe,1893 Top 8.9%,1893,8.9,36,1324.56,1819.0,66.6,0.0118
"Goldsmiths, University of London",United Kingdom,Europe,1894 Top 8.9%,1894,8.9,88,1218.48,1829.0,66.6,0.0118
University of Rzeszów,Poland,Europe,1895 Top 8.9%,1895,8.9,37,1292.38,1820.0,66.6,0.0118
Sanjay Gandhi Postgraduate Institute of Medical Sciences,India,Asia,1896 Top 8.9%,1896,8.9,60,1290.23,1821.0,66.6,0.0118
Gangneung-Wonju National University,South Korea,Asia,1897 Top 8.9%,1897,8.9,55,1319.15,1822.0,66.6,0.0118
Tzu Chi University,Taiwan,Asia,1898 Top 8.9%,1898,8.9,30,1318.73,1825.0,66.6,0.0118
University of Jeddah,Saudi Arabia,Asia,1899 Top 8.9%,1899,8.9,20,1313.77,1827.0,66.6,0.0118
Bandung Institute of Technology,Indonesia,Asia,1900 Top 8.9%,1900,8.9,3,595.0,1888.0,66.6,0.0118
Sidi Mohamed Ben Abdellah University,Morocco,Africa,1901 Top 8.9%,1901,8.9,5,1292.15,1831.0,66.6,0.0118
Anhui Polytechnic University,China,Asia,1902 Top 8.9%,1902,8.9,330,1640.0,1832.0,66.6,0.0118
Haramaya University,Ethiopia,Africa,1903 Top 8.9%,1903,8.9,6,1255.66,1833.0,66.6,0.0118
Lebanese University,Lebanon,Asia,1904 Top 8.9%,1904,8.9,3,1102.38,1834.0,66.6,0.0118
University of Karachi,Pakistan,Asia,1905 Top 8.9%,1905,8.9,13,1197.05,1835.0,66.6,0.0118
American University in Cairo,Egypt,Africa,1906 Top 8.9%,1906,8.9,20,240.0,966.5,66.6,0.0118
Leeds Beckett University,United Kingdom,Europe,1907 Top 8.9%,1907,8.9,89,1216.81,1836.0,66.6,0.0118
James Madison University,USA,America,1908 Top 8.9%,1908,8.9,311,672.0,1885.0,66.5,0.0089
"Indian Institute of Science Education and Research, Thiruvananthapuram",India,Asia,1909 Top 8.9%,1909,8.9,61,1319.77,1837.0,66.5,0.0089
Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,Asia,1910 Top 8.9%,1910,8.9,21,1272.0,1841.0,66.5,0.0089
Federal University of Ouro Preto,Brazil,America,1911 Top 9%,1911,9.0,48,1369.36,1838.0,66.5,0.0089
Bond University,Australia,Oceania,1912 Top 9%,1912,9.0,39,1370.0,1840.0,66.5,0.0089
University of Malaysia Terengganu,Malaysia,Asia,1913 Top 9%,1913,9.0,9,1107.05,1839.0,66.5,0.0089
Tunghai University,Taiwan,Asia,1914 Top 9%,1914,9.0,31,1310.0,1845.0,66.5,0.0089
Huaiyin Normal University,China,Asia,1915 Top 9%,1915,9.0,331,1446.84,1842.0,66.5,0.0089
University of Bergamo,Italy,Europe,1916 Top 9%,1916,9.0,66,1304.11,1843.0,66.5,0.0089
Hanoi University of Science and Technology,Vietnam,Asia,1917 Top 9%,1917,9.0,6,1275.23,1844.0,66.5,0.0089
Harokopio University,Greece,Europe,1918 Top 9%,1918,9.0,11,1115.49,1846.0,66.5,0.0089
Jönköping University,Sweden,Europe,1919 Top 9%,1919,9.0,17,1617.0,1847.0,66.5,0.0089
"West Pomeranian University of Technology, Szczecin",Poland,Europe,1920 Top 9%,1920,9.0,38,1416.17,1848.0,66.5,0.0089
Wuhan Polytechnic University,China,Asia,1921 Top 9%,1921,9.0,332,1447.65,1849.0,66.5,0.0089
Kharazmi University,Iran,Asia,1922 Top 9%,1922,9.0,36,1432.83,1850.0,66.5,0.0089
Alborz University of Medical Sciences,Iran,Asia,1923 Top 9%,1923,9.0,37,1409.04,1851.0,66.5,0.0089
"Institute of Chemical Technology, Mumbai",India,Asia,1924 Top 9%,1924,9.0,62,1386.82,1852.0,66.5,0.0089
European University of Madrid,Spain,Europe,1925 Top 9%,1925,9.0,52,1384.92,1853.0,66.5,0.0089
Brooklyn College,USA,America,1926 Top 9%,1926,9.0,312,1628.0,966.5,66.5,0.0089
Delhi Technological University,India,Asia,1927 Top 9%,1927,9.0,63,1378.32,1854.0,66.5,0.0089
Institute of Mathematics of the Polish Academy of Sciences,Poland,Europe,1928 Top 9%,1928,9.0,39,1432.12,1855.0,66.5,0.0089
University of Mazandaran,Iran,Asia,1929 Top 9%,1929,9.0,38,1357.19,1856.0,66.5,0.0089
Federal University of Campina Grande,Brazil,America,1930 Top 9%,1930,9.0,49,1358.21,1857.0,66.5,0.0089
University of Ostrava,Czech Republic,Europe,1931 Top 9%,1931,9.0,11,1100.4,1858.0,66.5,0.0089
Union College,USA,America,1932 Top 9.1%,1932,9.1,313,116.0,966.5,66.5,0.0089
Florida Agricultural and Mechanical University,USA,America,1933 Top 9.1%,1933,9.1,314,915.48,1859.0,66.5,0.0089
Towson University,USA,America,1934 Top 9.1%,1934,9.1,315,790.0,1890.0,66.5,0.0089
Giresun University,Turkey,Asia,1935 Top 9.1%,1935,9.1,43,1346.15,1860.0,66.5,0.0089
Xi’an University of Posts & Telecommunications,China,Asia,1936 Top 9.1%,1936,9.1,333,1331.63,1861.0,66.4,0.0059
University of La Réunion,France,Europe,1937 Top 9.1%,1937,9.1,69,1351.51,1862.0,66.4,0.0059
Anadolu University,Turkey,Asia,1938 Top 9.1%,1938,9.1,44,1439.18,1863.0,66.4,0.0059
First Institute of Oceanography,China,Asia,1939 Top 9.1%,1939,9.1,334,1307.28,1866.0,66.4,0.0059
University of Antofagasta,Chile,America,1940 Top 9.1%,1940,9.1,18,1490.08,1867.0,66.4,0.0059
University of Sousse,Tunisia,Africa,1941 Top 9.1%,1941,9.1,5,1370.31,1868.0,66.4,0.0059
Hamadan University of Medical Sciences,Iran,Asia,1942 Top 9.1%,1942,9.1,39,1440.84,1869.0,66.4,0.0059
Manisa Celal Bayar University,Turkey,Asia,1943 Top 9.1%,1943,9.1,45,1466.18,1870.0,66.4,0.0059
University of Vic - Central University of Catalonia,Spain,Europe,1944 Top 9.1%,1944,9.1,53,1396.5,1871.0,66.4,0.0059
Kawasaki Medical School,Japan,Asia,1945 Top 9.1%,1945,9.1,104,1033.76,1872.0,66.4,0.0059
Federal University of Alagoas,Brazil,America,1946 Top 9.1%,1946,9.1,50,1402.5,1873.0,66.4,0.0059
Shoolini University,India,Asia,1947 Top 9.1%,1947,9.1,64,1376.7,1875.0,66.4,0.0059
Kaunas University of Technology,Lithuania,Europe,1948 Top 9.1%,1948,9.1,3,1135.93,1876.0,66.4,0.0059
Cooper Union,USA,America,1949 Top 9.1%,1949,9.1,316,702.0,966.5,66.4,0.0059
Federal University of Piauí,Brazil,America,1950 Top 9.1%,1950,9.1,51,1398.41,1877.0,66.4,0.0059
N.D. Zelinsky Institute of Organic Chemistry of the Russian Academy of Sciences,Russia,Europe,1951 Top 9.1%,1951,9.1,40,1454.22,1879.0,66.4,0.0059
Jilin Normal University,China,Asia,1952 Top 9.1%,1952,9.1,335,1275.96,1880.0,66.4,0.0059
University of Jammu,India,Asia,1953 Top 9.1%,1953,9.1,65,1390.95,1881.0,66.4,0.0059
Akita University,Japan,Asia,1954 Top 9.2%,1954,9.2,105,1067.54,1882.0,66.4,0.0059
Bingöl University,Turkey,Asia,1955 Top 9.2%,1955,9.2,46,1541.17,1883.0,66.4,0.0059
Siberian Federal University,Russia,Europe,1956 Top 9.2%,1956,9.2,41,1713.0,1884.0,66.4,0.0059
ESCP Business School,France,Europe,1957 Top 9.2%,1957,9.2,70,121.0,966.5,66.4,0.0059
Shenzhen Polytechnic University,China,Asia,1958 Top 9.2%,1958,9.2,336,1275.96,1886.0,66.4,0.0059
Muhimbili University of Health and Allied Sciences,Tanzania,Africa,1959 Top 9.2%,1959,9.2,1,1134.12,1887.0,66.4,0.0059
Technical University of Košice,Slovak Republic,Europe,1960 Top 9.2%,1960,9.2,4,1251.35,1889.0,66.4,0.0059
Shahrood University of Technology,Iran,Asia,1961 Top 9.2%,1961,9.2,40,1467.45,1891.0,66.4,0.0059
Minzu University of China,China,Asia,1962 Top 9.2%,1962,9.2,337,1239.66,1892.0,66.4,0.0059
Institut supérieur de l'aéronautique et de l'espace,France,Europe,1963 Top 9.2%,1963,9.2,71,173.0,966.5,66.4,0.0059
Shiraz University of Technology,Iran,Asia,1964 Top 9.2%,1964,9.2,41,1501.89,1893.0,66.4,0.0059
Istanbul Medeniyet University,Turkey,Asia,1965 Top 9.2%,1965,9.2,47,1435.84,1895.0,66.3,0.003
Obafemi Awolowo University,Nigeria,Africa,1966 Top 9.2%,1966,9.2,5,1715.0,1896.0,66.3,0.003
Zurich University of Applied Sciences (ZHAW),Switzerland,Europe,1967 Top 9.2%,1967,9.2,13,891.0,1915.0,66.3,0.003
National Institute of Mental Health and Neurosciences,India,Asia,1968 Top 9.2%,1968,9.2,66,1371.7,1897.0,66.3,0.003
Yanbian University,China,Asia,1969 Top 9.2%,1969,9.2,338,1247.52,1898.0,66.3,0.003
Baqiyatallah University of Medical Sciences,Iran,Asia,1970 Top 9.2%,1970,9.2,42,1513.91,1899.0,66.3,0.003
University of Bialystok,Poland,Europe,1971 Top 9.2%,1971,9.2,40,1494.97,1900.0,66.3,0.003
Pamukkale University,Turkey,Asia,1972 Top 9.2%,1972,9.2,48,1460.39,1901.0,66.3,0.003
Japan Advanced Institute of Science and Technology,Japan,Asia,1973 Top 9.2%,1973,9.2,106,1037.04,1902.0,66.3,0.003
Southwest Minzu University,China,Asia,1974 Top 9.2%,1974,9.2,339,1255.11,1903.0,66.3,0.003
Gebze Technical University,Turkey,Asia,1975 Top 9.3%,1975,9.3,49,1474.57,1904.0,66.3,0.003
Pirogov Russian National Research Medical University,Russia,Europe,1976 Top 9.3%,1976,9.3,42,1526.94,1905.0,66.3,0.003
East Tennessee State University,USA,America,1977 Top 9.3%,1977,9.3,317,941.06,1906.0,66.3,0.003
Pondicherry University,India,Asia,1978 Top 9.3%,1978,9.3,67,1337.84,1907.0,66.3,0.003
Aswan University,Egypt,Africa,1979 Top 9.3%,1979,9.3,21,1487.88,1908.0,66.3,0.003
Mimar Sinan Fine Arts University,Turkey,Asia,1980 Top 9.3%,1980,9.3,50,1391.54,1909.0,66.3,0.003
Sichuan University of Science & Engineering,China,Asia,1981 Top 9.3%,1981,9.3,340,1245.98,1910.0,66.3,0.003
